r_1,q_1,x_1,r_2,q_2,x_2,T,gamma_1,gamma_2
7.1974,6.016,0.22,13.5946,11.216,0.78,525.937,-0.064135402,-0.003976897
7.1974,6.016,0.23,13.5946,11.216,0.77,523.314,-0.062516034,-0.004355471
7.1974,6.016,0.24,13.5946,11.216,0.76,520.806,-0.060921603,-0.004752274
7.1974,6.016,0.25,13.5946,11.216,0.75,518.408,-0.059351994,-0.005167328
7.1974,6.016,0.26,13.5946,11.216,0.74,516.111,-0.057806035,-0.00560166
7.1974,6.016,0.27,13.5946,11.216,0.73,513.909,-0.056282562,-0.006055296
7.1974,6.016,0.28,13.5946,11.216,0.72,511.796,-0.054781476,-0.006527256
7.1974,6.016,0.29,13.5946,11.216,0.71,509.766,-0.05330268,-0.007018573
7.1974,6.016,0.3,13.5946,11.216,0.7,507.814,-0.051846079,-0.007529274
7.1974,6.016,0.31,13.5946,11.216,0.69,505.935,-0.050410526,-0.00805939
7.1974,6.016,0.32,13.5946,11.216,0.68,504.126,-0.048994885,-0.008608951
7.1974,6.016,0.33,13.5946,11.216,0.67,502.381,-0.047600123,-0.009178998
7.1974,6.016,0.34,13.5946,11.216,0.66,500.697,-0.046226154,-0.009768557
7.1974,6.016,0.35,13.5946,11.216,0.65,499.071,-0.044871851,-0.010378673
7.1974,6.016,0.36,13.5946,11.216,0.64,497.499,-0.043537136,-0.011009381
7.1974,6.016,0.37,13.5946,11.216,0.63,495.978,-0.042222975,-0.011660723
7.1974,6.016,0.38,13.5946,11.216,0.62,494.506,-0.040927208,-0.012331724
7.1974,6.016,0.39,13.5946,11.216,0.61,493.08,-0.039650806,-0.013024451
7.1974,6.016,0.4,13.5946,11.216,0.6,491.697,-0.038393695,-0.013737935
7.1974,6.016,0.41,13.5946,11.216,0.59,490.356,-0.037155807,-0.014473234
7.1974,6.016,0.42,13.5946,11.216,0.58,489.054,-0.03593707,-0.015229381
7.1974,6.016,0.43,13.5946,11.216,0.57,487.79,-0.034737418,-0.016007438
7.1974,6.016,0.44,13.5946,11.216,0.56,486.561,-0.033556784,-0.01680644
7.1974,6.016,0.45,13.5946,11.216,0.55,485.366,-0.032394068,-0.017627455
7.1974,6.016,0.46,13.5946,11.216,0.54,484.203,-0.031251274,-0.018470535
7.1974,6.016,0.47,13.5946,11.216,0.53,483.071,-0.030126273,-0.019335736
7.1974,6.016,0.48,13.5946,11.216,0.52,481.969,-0.029021067,-0.020223116
7.1974,6.016,0.49,13.5946,11.216,0.51,480.895,-0.027934562,-0.021133753
7.1974,6.016,0.5,13.5946,11.216,0.5,479.848,-0.026866699,-0.022065666
7.1974,6.016,0.51,13.5946,11.216,0.49,478.827,-0.025818446,-0.023019937
7.1974,6.016,0.52,13.5946,11.216,0.48,477.83,-0.024789742,-0.023997654
7.1974,6.016,0.53,13.5946,11.216,0.47,476.857,-0.023779505,-0.024997859
7.1974,6.016,0.54,13.5946,11.216,0.46,475.908,-0.022788701,-0.026020619
7.1974,6.016,0.55,13.5946,11.216,0.45,474.98,-0.021817275,-0.027066002
7.1974,6.016,0.56,13.5946,11.216,0.44,474.073,-0.020865172,-0.028135106
7.1974,6.016,0.57,13.5946,11.216,0.43,473.186,-0.019933356,-0.029226977
7.1974,6.016,0.58,13.5946,11.216,0.42,472.319,-0.019019734,-0.030341689
7.1974,6.016,0.59,13.5946,11.216,0.41,471.471,-0.018127311,-0.031479315
7.1974,6.016,0.6,13.5946,11.216,0.4,470.641,-0.017255015,-0.032639934
7.1974,6.016,0.61,13.5946,11.216,0.39,469.829,-0.016401777,-0.033823624
7.1974,6.016,0.62,13.5946,11.216,0.38,469.033,-0.015569579,-0.035030465
7.1974,6.016,0.63,13.5946,11.216,0.37,468.254,-0.014757356,-0.036260539
7.1974,6.016,0.64,13.5946,11.216,0.36,467.491,-0.013965059,-0.037512892
7.1974,6.016,0.65,13.5946,11.216,0.35,466.743,-0.013194668,-0.038788647
7.1974,6.016,0.66,13.5946,11.216,0.34,466.01,-0.012444108,-0.040086848
7.1974,6.016,0.67,13.5946,11.216,0.33,465.291,-0.011715358,-0.041407583
7.1974,6.016,0.68,13.5946,11.216,0.32,464.586,-0.011006348,-0.042750937
7.1974,6.016,0.69,13.5946,11.216,0.31,463.894,-0.010320069,-0.044115955
7.1974,6.016,0.7,13.5946,11.216,0.3,463.215,-0.009654455,-0.04550377
7.1974,6.016,0.71,13.5946,11.216,0.29,462.549,-0.009010473,-0.046913426
7.1974,6.016,0.72,13.5946,11.216,0.28,461.896,-0.008387073,-0.048343964
7.1974,6.016,0.73,13.5946,11.216,0.27,461.254,-0.007787242,-0.049795469
7.1974,6.016,0.74,13.5946,11.216,0.26,460.624,-0.007207915,-0.051269084
7.1974,6.016,0.75,13.5946,11.216,0.25,460.005,-0.006651069,-0.05276174
7.1974,6.016,0.76,13.5946,11.216,0.24,459.397,-0.006116669,-0.054274576
7.1974,6.016,0.77,13.5946,11.216,0.23,458.8,-0.005604677,-0.055807679
7.1974,6.016,0.78,13.5946,11.216,0.22,458.213,-0.005114055,-0.057359022
7.1974,6.016,0.79,13.5946,11.216,0.21,457.636,-0.00464678,-0.058928686
7.1974,6.016,0.8,13.5946,11.216,0.2,457.069,-0.004201815,-0.060516753
7.1974,6.016,0.81,13.5946,11.216,0.19,456.512,-0.003780136,-0.062121179
7.1974,6.016,0.82,13.5946,11.216,0.18,455.964,-0.003380708,-0.063742038
7.1974,6.016,0.83,13.5946,11.216,0.17,455.425,-0.003003506,-0.06537834
7.1974,6.016,0.84,13.5946,11.216,0.16,454.895,-0.002649507,-0.067029087
7.1974,6.016,0.85,13.5946,11.216,0.15,454.373,-0.002317684,-0.068692202
7.1974,6.016,0.86,13.5946,11.216,0.14,453.86,-0.002009017,-0.070368818
7.1974,6.016,0.87,13.5946,11.216,0.13,453.355,-0.001723484,-0.072056846
7.1974,6.016,0.88,13.5946,11.216,0.12,452.859,-0.001460065,-0.073754189
7.1974,6.016,0.89,13.5946,11.216,0.11,452.37,-0.001219744,-0.075459809
7.1974,6.016,0.9,13.5946,11.216,0.1,451.888,-0.001001501,-0.077172664
7.1974,6.016,0.91,13.5946,11.216,0.09,451.415,-0.000805324,-0.078890622
7.1974,6.016,0.92,13.5946,11.216,0.08,450.948,-0.000631199,-0.08061262
7.1974,6.016,0.93,13.5946,11.216,0.07,450.489,-0.000480115,-0.082335417
7.1974,6.016,0.94,13.5946,11.216,0.06,450.036,-0.000349061,-0.084059012
7.1974,6.016,0.95,13.5946,11.216,0.05,449.591,-0.000240029,-0.085779046
7.1974,6.016,0.96,13.5946,11.216,0.04,449.152,-0.000152012,-0.087494403
7.1974,6.016,0.97,13.5946,11.216,0.03,448.719,-8.5004e-05,-0.089202867
7.1974,6.016,0.98,13.5946,11.216,0.02,448.293,-3.7001e-05,-0.090900019
7.1974,6.016,0.99,13.5946,11.216,0.01,447.873,-9e-06,-0.092584697
7.1974,6.016,1.0,13.5946,11.216,0.0,447.459,0.0,-0.094253538
10.897,9.056,0.0,5.1742,4.396,1.0,371.5489,-0.116621461,0.0
10.897,9.056,0.01,5.1742,4.396,0.99,371.9058,-0.115134795,-9e-06
10.897,9.056,0.02,5.1742,4.396,0.98,372.2679,-0.113559592,-3.7001e-05
10.897,9.056,0.03,5.1742,4.396,0.97,372.6355,-0.111906337,-8.6004e-05
10.897,9.056,0.04,5.1742,4.396,0.96,373.0085,-0.110183237,-0.000157012
10.897,9.056,0.05,5.1742,4.396,0.95,373.387,-0.108400688,-0.000253032
10.897,9.056,0.06,5.1742,4.396,0.94,373.772,-0.106565686,-0.00037307
10.897,9.056,0.07,5.1742,4.396,0.93,374.163,-0.104685188,-0.000521136
10.897,9.056,0.08,5.1742,4.396,0.92,374.56,-0.102766106,-0.000695242
10.897,9.056,0.09,5.1742,4.396,0.91,374.964,-0.100815305,-0.000898403
10.897,9.056,0.1,5.1742,4.396,0.9,375.374,-0.098836289,-0.001130639
10.897,9.056,0.11,5.1742,4.396,0.89,375.79,-0.096836945,-0.00139297
10.897,9.056,0.12,5.1742,4.396,0.88,376.214,-0.0948207,-0.001684418
10.897,9.056,0.13,5.1742,4.396,0.87,376.645,-0.092790956,-0.002007013
10.897,9.056,0.14,5.1742,4.396,0.86,377.083,-0.090753278,-0.002359782
10.897,9.056,0.15,5.1742,4.396,0.85,377.529,-0.088711002,-0.002744763
10.897,9.056,0.16,5.1742,4.396,0.84,377.982,-0.086667436,-0.003159988
10.897,9.056,0.17,5.1742,4.396,0.83,378.444,-0.084624773,-0.003606496
10.897,9.056,0.18,5.1742,4.396,0.82,378.913,-0.082587359,-0.004085334
10.897,9.056,0.19,5.1742,4.396,0.81,379.391,-0.08055734,-0.004595543
10.897,9.056,0.2,5.1742,4.396,0.8,379.877,-0.07853576,-0.005137173
10.897,9.056,0.21,5.1742,4.396,0.79,380.372,-0.076526895,-0.005709267
10.897,9.056,0.22,5.1742,4.396,0.78,380.875,-0.074531754,-0.006313891
10.897,9.056,0.23,5.1742,4.396,0.77,381.388,-0.072552413,-0.006950096
10.897,9.056,0.24,5.1742,4.396,0.76,381.911,-0.07058986,-0.007615928
10.897,9.056,0.25,5.1742,4.396,0.75,382.443,-0.068647217,-0.008313461
10.897,9.056,0.26,5.1742,4.396,0.74,382.985,-0.066723306,-0.009042763
10.897,9.056,0.27,5.1742,4.396,0.73,383.537,-0.064822295,-0.009800872
10.897,9.056,0.28,5.1742,4.396,0.72,384.1,-0.062942995,-0.010590886
10.897,9.056,0.29,5.1742,4.396,0.71,384.674,-0.061087416,-0.011409845
10.897,9.056,0.3,5.1742,4.396,0.7,385.258,-0.059256496,-0.012258833
10.897,9.056,0.31,5.1742,4.396,0.69,385.855,-0.057451163,-0.013137926
10.897,9.056,0.32,5.1742,4.396,0.68,386.463,-0.055672342,-0.014046187
10.897,9.056,0.33,5.1742,4.396,0.67,387.083,-0.053919899,-0.014983697
10.897,9.056,0.34,5.1742,4.396,0.66,387.716,-0.052194753,-0.015950536
10.897,9.056,0.35,5.1742,4.396,0.65,388.363,-0.050497821,-0.016944755
10.897,9.056,0.36,5.1742,4.396,0.64,389.022,-0.048828965,-0.01796847
10.897,9.056,0.37,5.1742,4.396,0.63,389.696,-0.047189097,-0.019019734
10.897,9.056,0.38,5.1742,4.396,0.62,390.383,-0.045578078,-0.020098631
10.897,9.056,0.39,5.1742,4.396,0.61,391.086,-0.043996821,-0.021205251
10.897,9.056,0.4,5.1742,4.396,0.6,391.804,-0.042445186,-0.02233866
10.897,9.056,0.41,5.1742,4.396,0.59,392.538,-0.040923041,-0.023499974
10.897,9.056,0.42,5.1742,4.396,0.58,393.289,-0.039431295,-0.024687238
10.897,9.056,0.43,5.1742,4.396,0.57,394.057,-0.037968777,-0.025901568
10.897,9.056,0.44,5.1742,4.396,0.56,394.843,-0.036537436,-0.027142035
10.897,9.056,0.45,5.1742,4.396,0.55,395.647,-0.035136107,-0.028408734
10.897,9.056,0.46,5.1742,4.396,0.54,396.471,-0.033764664,-0.029701762
10.897,9.056,0.47,5.1742,4.396,0.53,397.315,-0.032424023,-0.03102019
10.897,9.056,0.48,5.1742,4.396,0.52,398.18,-0.031114061,-0.032364113
10.897,9.056,0.49,5.1742,4.396,0.51,399.067,-0.02983363,-0.0337326
10.897,9.056,0.5,5.1742,4.396,0.5,399.977,-0.028582619,-0.03512782
10.897,9.056,0.51,5.1742,4.396,0.49,400.91,-0.027362975,-0.036546771
10.897,9.056,0.52,5.1742,4.396,0.48,401.869,-0.026172532,-0.037991629
10.897,9.056,0.53,5.1742,4.396,0.47,402.854,-0.025011188,-0.039461462
10.897,9.056,0.54,5.1742,4.396,0.46,403.866,-0.023880892,-0.040955337
10.897,9.056,0.55,5.1742,4.396,0.45,404.908,-0.022778471,-0.042474401
10.897,9.056,0.56,5.1742,4.396,0.44,405.979,-0.021706899,-0.044018765
10.897,9.056,0.57,5.1742,4.396,0.43,407.083,-0.020663017,-0.045587498
10.897,9.056,0.58,5.1742,4.396,0.42,408.22,-0.019648779,-0.04718071
10.897,9.056,0.59,5.1742,4.396,0.41,409.392,-0.018664096,-0.048798514
10.897,9.056,0.6,5.1742,4.396,0.4,410.603,-0.017706845,-0.050442078
10.897,9.056,0.61,5.1742,4.396,0.39,411.852,-0.016777966,-0.05211047
10.897,9.056,0.62,5.1742,4.396,0.38,413.144,-0.015877381,-0.053803812
10.897,9.056,0.63,5.1742,4.396,0.37,414.48,-0.015003999,-0.055522224
10.897,9.056,0.64,5.1742,4.396,0.36,415.864,-0.014158764,-0.057265831
10.897,9.056,0.65,5.1742,4.396,0.35,417.298,-0.013340591,-0.059036883
10.897,9.056,0.66,5.1742,4.396,0.34,418.786,-0.012550428,-0.060833394
10.897,9.056,0.67,5.1742,4.396,0.33,420.331,-0.011786185,-0.06265656
10.897,9.056,0.68,5.1742,4.396,0.32,421.937,-0.011048814,-0.064506522
10.897,9.056,0.69,5.1742,4.396,0.31,423.61,-0.010337246,-0.066384491
10.897,9.056,0.7,5.1742,4.396,0.3,425.353,-0.009652435,-0.068290618
10.897,9.056,0.71,5.1742,4.396,0.29,427.173,-0.008993319,-0.070226132
10.897,9.056,0.72,5.1742,4.396,0.28,429.075,-0.008358838,-0.072191195
10.897,9.056,0.73,5.1742,4.396,0.27,431.066,-0.007750961,-0.074188129
10.897,9.056,0.74,5.1742,4.396,0.26,433.153,-0.007167626,-0.076216039
10.897,9.056,0.75,5.1742,4.396,0.25,435.346,-0.00660879,-0.078277267
10.897,9.056,0.76,5.1742,4.396,0.24,437.653,-0.006074412,-0.080372012
10.897,9.056,0.77,5.1742,4.396,0.23,440.086,-0.005565458,-0.082503734
10.897,9.056,0.78,5.1742,4.396,0.22,442.656,-0.005078876,-0.084672659
10.897,9.056,0.79,5.1742,4.396,0.21,445.378,-0.00461664,-0.086881204
10.897,9.056,0.8,5.1742,4.396,0.2,448.266,-0.004178719,-0.089131805
10.897,9.056,0.81,5.1742,4.396,0.19,451.339,-0.003763071,-0.091426929
10.897,9.056,0.82,5.1742,4.396,0.18,454.617,-0.003370674,-0.09376797
10.897,9.056,0.83,5.1742,4.396,0.17,458.124,-0.0030015,-0.096160741
10.897,9.056,0.84,5.1742,4.396,0.16,461.884,-0.002653517,-0.098606707
10.897,9.056,0.85,5.1742,4.396,0.15,465.929,-0.002328709,-0.101109564
10.897,9.056,0.86,5.1742,4.396,0.14,470.292,-0.002026051,-0.10367527
10.897,9.056,0.87,5.1742,4.396,0.13,475.01,-0.001745523,-0.106306519
10.897,9.056,0.88,5.1742,4.396,0.12,480.123,-0.001486104,-0.109008272
10.897,9.056,0.89,5.1742,4.396,0.11,485.674,-0.001247778,-0.111784438
10.897,9.056,0.9,5.1742,4.396,0.1,491.703,-0.001030531,-0.114637862
10.897,9.056,0.91,5.1742,4.396,0.09,498.247,-0.000834348,-0.117572558
10.897,9.056,0.92,5.1742,4.396,0.08,505.33,-0.000659217,-0.120584707
10.897,9.056,0.93,5.1742,4.396,0.07,512.953,-0.000505128,-0.123672721
10.897,9.056,0.94,5.1742,4.396,0.06,521.093,-0.000371069,-0.12682706
10.897,9.056,0.95,5.1742,4.396,0.05,529.719,-0.000258033,-0.130038073
10.897,9.056,0.96,5.1742,4.396,0.04,539.147,-0.000165014,-0.133346267
10.897,9.056,0.97,5.1742,4.396,0.03,548.194,-9.3004e-05,-0.136582901
10.897,9.056,0.98,5.1742,4.396,0.02,555.962,-4.1001e-05,-0.139638
10.897,9.056,0.99,5.1742,4.396,0.01,563.045,-1e-05,-0.142596356
10.897,9.056,1.0,5.1742,4.396,0.0,569.651,0.0,-0.14549062
5.1742,4.396,0.0,10.897,9.056,1.0,569.651,-0.14549062,0.0
5.1742,4.396,0.01,10.897,9.056,0.99,563.045,-0.142596356,-1e-05
5.1742,4.396,0.02,10.897,9.056,0.98,555.962,-0.139638,-4.1001e-05
5.1742,4.396,0.03,10.897,9.056,0.97,548.194,-0.136582901,-9.3004e-05
5.1742,4.396,0.04,10.897,9.056,0.96,539.147,-0.133346267,-0.000165014
5.1742,4.396,0.05,10.897,9.056,0.95,529.719,-0.130038073,-0.000258033
5.1742,4.396,0.06,10.897,9.056,0.94,521.093,-0.12682706,-0.000371069
5.1742,4.396,0.07,10.897,9.056,0.93,512.953,-0.123672721,-0.000505128
5.1742,4.396,0.08,10.897,9.056,0.92,505.33,-0.120584707,-0.000659217
5.1742,4.396,0.09,10.897,9.056,0.91,498.247,-0.117572558,-0.000834348
5.1742,4.396,0.1,10.897,9.056,0.9,491.703,-0.114637862,-0.001030531
5.1742,4.396,0.11,10.897,9.056,0.89,485.674,-0.111784438,-0.001247778
5.1742,4.396,0.12,10.897,9.056,0.88,480.123,-0.109008272,-0.001486104
5.1742,4.396,0.13,10.897,9.056,0.87,475.01,-0.106306519,-0.001745523
5.1742,4.396,0.14,10.897,9.056,0.86,470.292,-0.10367527,-0.002026051
5.1742,4.396,0.15,10.897,9.056,0.85,465.929,-0.101109564,-0.002328709
5.1742,4.396,0.16,10.897,9.056,0.84,461.884,-0.098606707,-0.002653517
5.1742,4.396,0.17,10.897,9.056,0.83,458.124,-0.096160741,-0.0030015
5.1742,4.396,0.18,10.897,9.056,0.82,454.617,-0.09376797,-0.003370674
5.1742,4.396,0.19,10.897,9.056,0.81,451.339,-0.091426929,-0.003763071
5.1742,4.396,0.2,10.897,9.056,0.8,448.266,-0.089131805,-0.004178719
5.1742,4.396,0.21,10.897,9.056,0.79,445.378,-0.086881204,-0.00461664
5.1742,4.396,0.22,10.897,9.056,0.78,442.656,-0.084672659,-0.005078876
5.1742,4.396,0.23,10.897,9.056,0.77,440.086,-0.082503734,-0.005565458
5.1742,4.396,0.24,10.897,9.056,0.76,437.653,-0.080372012,-0.006074412
5.1742,4.396,0.25,10.897,9.056,0.75,435.346,-0.078277267,-0.00660879
5.1742,4.396,0.26,10.897,9.056,0.74,433.153,-0.076216039,-0.007167626
5.1742,4.396,0.27,10.897,9.056,0.73,431.066,-0.074188129,-0.007750961
5.1742,4.396,0.28,10.897,9.056,0.72,429.075,-0.072191195,-0.008358838
5.1742,4.396,0.29,10.897,9.056,0.71,427.173,-0.070226132,-0.008993319
5.1742,4.396,0.3,10.897,9.056,0.7,425.353,-0.068290618,-0.009652435
5.1742,4.396,0.31,10.897,9.056,0.69,423.61,-0.066384491,-0.010337246
5.1742,4.396,0.32,10.897,9.056,0.68,421.937,-0.064506522,-0.011048814
5.1742,4.396,0.33,10.897,9.056,0.67,420.331,-0.06265656,-0.011786185
5.1742,4.396,0.34,10.897,9.056,0.66,418.786,-0.060833394,-0.012550428
5.1742,4.396,0.35,10.897,9.056,0.65,417.298,-0.059036883,-0.013340591
5.1742,4.396,0.36,10.897,9.056,0.64,415.864,-0.057265831,-0.014158764
5.1742,4.396,0.37,10.897,9.056,0.63,414.48,-0.055522224,-0.015003999
5.1742,4.396,0.38,10.897,9.056,0.62,413.144,-0.053803812,-0.015877381
5.1742,4.396,0.39,10.897,9.056,0.61,411.852,-0.05211047,-0.016777966
5.1742,4.396,0.4,10.897,9.056,0.6,410.603,-0.050442078,-0.017706845
5.1742,4.396,0.41,10.897,9.056,0.59,409.392,-0.048798514,-0.018664096
5.1742,4.396,0.42,10.897,9.056,0.58,408.22,-0.04718071,-0.019648779
5.1742,4.396,0.43,10.897,9.056,0.57,407.083,-0.045587498,-0.020663017
5.1742,4.396,0.44,10.897,9.056,0.56,405.979,-0.044018765,-0.021706899
5.1742,4.396,0.45,10.897,9.056,0.55,404.908,-0.042474401,-0.022778471
5.1742,4.396,0.46,10.897,9.056,0.54,403.866,-0.040955337,-0.023880892
5.1742,4.396,0.47,10.897,9.056,0.53,402.854,-0.039461462,-0.025011188
5.1742,4.396,0.48,10.897,9.056,0.52,401.869,-0.037991629,-0.026172532
5.1742,4.396,0.49,10.897,9.056,0.51,400.91,-0.036546771,-0.027362975
5.1742,4.396,0.5,10.897,9.056,0.5,399.977,-0.03512782,-0.028582619
5.1742,4.396,0.51,10.897,9.056,0.49,399.067,-0.0337326,-0.02983363
5.1742,4.396,0.52,10.897,9.056,0.48,398.18,-0.032364113,-0.031114061
5.1742,4.396,0.53,10.897,9.056,0.47,397.315,-0.03102019,-0.032424023
5.1742,4.396,0.54,10.897,9.056,0.46,396.471,-0.029701762,-0.033764664
5.1742,4.396,0.55,10.897,9.056,0.45,395.647,-0.028408734,-0.035136107
5.1742,4.396,0.56,10.897,9.056,0.44,394.843,-0.027142035,-0.036537436
5.1742,4.396,0.57,10.897,9.056,0.43,394.057,-0.025901568,-0.037968777
5.1742,4.396,0.58,10.897,9.056,0.42,393.289,-0.024687238,-0.039431295
5.1742,4.396,0.59,10.897,9.056,0.41,392.538,-0.023499974,-0.040923041
5.1742,4.396,0.6,10.897,9.056,0.4,391.804,-0.02233866,-0.042445186
5.1742,4.396,0.61,10.897,9.056,0.39,391.086,-0.021205251,-0.043996821
5.1742,4.396,0.62,10.897,9.056,0.38,390.383,-0.020098631,-0.045578078
5.1742,4.396,0.63,10.897,9.056,0.37,389.696,-0.019019734,-0.047189097
5.1742,4.396,0.64,10.897,9.056,0.36,389.022,-0.01796847,-0.048828965
5.1742,4.396,0.65,10.897,9.056,0.35,388.363,-0.016944755,-0.050497821
5.1742,4.396,0.66,10.897,9.056,0.34,387.716,-0.015950536,-0.052194753
5.1742,4.396,0.67,10.897,9.056,0.33,387.083,-0.014983697,-0.053919899
5.1742,4.396,0.68,10.897,9.056,0.32,386.463,-0.014046187,-0.055672342
5.1742,4.396,0.69,10.897,9.056,0.31,385.855,-0.013137926,-0.057451163
5.1742,4.396,0.7,10.897,9.056,0.3,385.258,-0.012258833,-0.059256496
5.1742,4.396,0.71,10.897,9.056,0.29,384.674,-0.011409845,-0.061087416
5.1742,4.396,0.72,10.897,9.056,0.28,384.1,-0.010590886,-0.062942995
5.1742,4.396,0.73,10.897,9.056,0.27,383.537,-0.009800872,-0.064822295
5.1742,4.396,0.74,10.897,9.056,0.26,382.985,-0.009042763,-0.066723306
5.1742,4.396,0.75,10.897,9.056,0.25,382.443,-0.008313461,-0.068647217
5.1742,4.396,0.76,10.897,9.056,0.24,381.911,-0.007615928,-0.07058986
5.1742,4.396,0.77,10.897,9.056,0.23,381.388,-0.006950096,-0.072552413
5.1742,4.396,0.78,10.897,9.056,0.22,380.875,-0.006313891,-0.074531754
5.1742,4.396,0.79,10.897,9.056,0.21,380.372,-0.005709267,-0.076526895
5.1742,4.396,0.8,10.897,9.056,0.2,379.877,-0.005137173,-0.07853576
5.1742,4.396,0.81,10.897,9.056,0.19,379.391,-0.004595543,-0.08055734
5.1742,4.396,0.82,10.897,9.056,0.18,378.913,-0.004085334,-0.082587359
5.1742,4.396,0.83,10.897,9.056,0.17,378.444,-0.003606496,-0.084624773
5.1742,4.396,0.84,10.897,9.056,0.16,377.982,-0.003159988,-0.086667436
5.1742,4.396,0.85,10.897,9.056,0.15,377.529,-0.002744763,-0.088711002
5.1742,4.396,0.86,10.897,9.056,0.14,377.083,-0.002359782,-0.090753278
5.1742,4.396,0.87,10.897,9.056,0.13,376.645,-0.002007013,-0.092790956
5.1742,4.396,0.88,10.897,9.056,0.12,376.214,-0.001684418,-0.0948207
5.1742,4.396,0.89,10.897,9.056,0.11,375.79,-0.00139297,-0.096836945
5.1742,4.396,0.9,10.897,9.056,0.1,375.374,-0.001130639,-0.098836289
5.1742,4.396,0.91,10.897,9.056,0.09,374.964,-0.000898403,-0.100815305
5.1742,4.396,0.92,10.897,9.056,0.08,374.56,-0.000695242,-0.102766106
5.1742,4.396,0.93,10.897,9.056,0.07,374.163,-0.000521136,-0.104685188
5.1742,4.396,0.94,10.897,9.056,0.06,373.772,-0.00037307,-0.106565686
5.1742,4.396,0.95,10.897,9.056,0.05,373.387,-0.000253032,-0.108400688
5.1742,4.396,0.96,10.897,9.056,0.04,373.0085,-0.000157012,-0.110183237
5.1742,4.396,0.97,10.897,9.056,0.03,372.6355,-8.6004e-05,-0.111906337
5.1742,4.396,0.98,10.897,9.056,0.02,372.2679,-3.7001e-05,-0.113559592
5.1742,4.396,0.99,10.897,9.056,0.01,371.9058,-9e-06,-0.115134795
5.1742,4.396,1.0,10.897,9.056,0.0,371.5489,0.0,-0.116621461
10.897,9.056,0.0,4.0464,3.24,1.0,353.9317,-0.424510322,0.0
10.897,9.056,0.01,4.0464,3.24,0.99,354.2799,-0.412387009,-6.2002e-05
10.897,9.056,0.02,4.0464,3.24,0.98,354.6367,-0.400417867,-0.000249031
10.897,9.056,0.03,4.0464,3.24,0.97,355.0023,-0.388624215,-0.000558156
10.897,9.056,0.04,4.0464,3.24,0.96,355.3768,-0.377020519,-0.000988488
10.897,9.056,0.05,4.0464,3.24,0.95,355.7602,-0.365617668,-0.001538182
10.897,9.056,0.06,4.0464,3.24,0.94,356.1526,-0.354426046,-0.002204428
10.897,9.056,0.07,4.0464,3.24,0.93,356.554,-0.343455563,-0.002985452
10.897,9.056,0.08,4.0464,3.24,0.92,356.9646,-0.332708728,-0.003877508
10.897,9.056,0.09,4.0464,3.24,0.91,357.3844,-0.322192085,-0.004878882
10.897,9.056,0.1,4.0464,3.24,0.9,357.8134,-0.311906461,-0.005984874
10.897,9.056,0.11,4.0464,3.24,0.89,358.2518,-0.301855374,-0.007193814
10.897,9.056,0.12,4.0464,3.24,0.88,358.6995,-0.292038213,-0.008501032
10.897,9.056,0.13,4.0464,3.24,0.87,359.1567,-0.282454427,-0.009905902
10.897,9.056,0.14,4.0464,3.24,0.86,359.6235,-0.273104838,-0.011402765
10.897,9.056,0.15,4.0464,3.24,0.85,360.0998,-0.263986379,-0.012990006
10.897,9.056,0.16,4.0464,3.24,0.84,360.586,-0.255097432,-0.014663993
10.897,9.056,0.17,4.0464,3.24,0.83,361.0819,-0.246436488,-0.016422108
10.897,9.056,0.18,4.0464,3.24,0.82,361.5878,-0.237999608,-0.018260717
10.897,9.056,0.19,4.0464,3.24,0.81,362.1038,-0.229784302,-0.020178218
10.897,9.056,0.2,4.0464,3.24,0.8,362.63,-0.221785724,-0.02217097
10.897,9.056,0.21,4.0464,3.24,0.79,363.1666,-0.214002954,-0.024236342
10.897,9.056,0.22,4.0464,3.24,0.78,363.7137,-0.20643025,-0.026371696
10.897,9.056,0.23,4.0464,3.24,0.77,364.2714,-0.199064542,-0.028574387
10.897,9.056,0.24,4.0464,3.24,0.76,364.8401,-0.1919017,-0.030841755
10.897,9.056,0.25,4.0464,3.24,0.75,365.4198,-0.184937776,-0.033171129
10.897,9.056,0.26,4.0464,3.24,0.74,366.0107,-0.178168991,-0.035560859
10.897,9.056,0.27,4.0464,3.24,0.73,366.6132,-0.171590541,-0.038009287
10.897,9.056,0.28,4.0464,3.24,0.72,367.2274,-0.165200168,-0.040512667
10.897,9.056,0.29,4.0464,3.24,0.71,367.8536,-0.158991042,-0.04306931
10.897,9.056,0.3,4.0464,3.24,0.7,368.4921,-0.152962386,-0.045677513
10.897,9.056,0.31,4.0464,3.24,0.69,369.1432,-0.147107707,-0.048334518
10.897,9.056,0.32,4.0464,3.24,0.68,369.8071,-0.141424173,-0.051040695
10.897,9.056,0.33,4.0464,3.24,0.67,370.4843,-0.135906783,-0.053791148
10.897,9.056,0.34,4.0464,3.24,0.66,371.175,-0.130552975,-0.056586225
10.897,9.056,0.35,4.0464,3.24,0.65,371.8796,-0.125359162,-0.059424155
10.897,9.056,0.36,4.0464,3.24,0.64,372.5986,-0.120319625,-0.06230209
10.897,9.056,0.37,4.0464,3.24,0.63,373.332,-0.115433298,-0.065219286
10.897,9.056,0.38,4.0464,3.24,0.62,374.081,-0.110694717,-0.068173921
10.897,9.056,0.39,4.0464,3.24,0.61,374.846,-0.10610079,-0.071164156
